0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.908352298024802884e+00 -2.730171167546174615e+00 4.443560985894119852e+00 -2.057885242841092366e-01 7.789465219248560279e-01 5.910203378441128974e-01 -3.985422824204314096e-02
-2.957752165101810160e+00 4.069910073195531774e-01 -7.855042317502031191e-01 2.218847145813237776e-01 5.700870644711093504e-01 2.050007122361428569e-01 7.640305100848735487e-01
-4.964354114586036815e+00 -4.259250303653031366e+00 -4.128134362634279242e+00 -6.957322624897046559e-01 -2.171976622815769212e-02 7.072626998770839002e-01 -1.235489540567991651e-01
1.859238936435550116e+01 -3.555723950924702592e+01 4.123708495563607102e+01 -1.012083709711129181e-01 8.296327541762241742e-01 1.548205024196725454e-01 5.267798125155014333e-01
1.440575233108833331e+01 -4.030962120316621267e+00 3.401162820537969034e-01 -2.732383113619363951e-02 -4.903798929415255081e-01 -8.628691460718743711e-01 -1.193222762433450990e-01
5.530569010828238596e+00 -1.830026223027178389e+01 1.988126695539737909e+01 6.709483350455857087e-01 7.131931726698823582e-01 -5.961709916368784085e-02 1.939835860167839765e-01
-4.499403033499630666e+00 1.815240862514064446e+01 1.031559247697283688e+01 6.123693189520168501e-01 1.569022110633236378e-01 -7.739473123524078790e-01 -3.729706519510171681e-02
-4.186511829690709341e+00 -4.239714253992196369e+00 -9.142253154762243483e-02 6.399328367244059290e-01 5.010822248262821743e-01 -5.681896850603515015e-01 -1.286975144904381196e-01
1.116548138826169634e+01 5.877244959076596054e+00 -4.513115258252848605e+01 7.796327014284538670e-01 -4.232772359495653447e-01 2.507427586860334623e-01 3.874755493663890049e-01
1.114918956434517483e+01 2.146003050170329995e+00 2.020157249268444755e+00 2.068980697997418461e-01 -7.814059030250667393e-01 -5.420734612317523737e-01 2.296831862782935108e-01
3.527571156351468318e+01 -5.173056327640823326e+01 3.408349163192859521e+01 5.613486198112811465e-01 -5.086072351790376089e-01 3.695729502082251150e-01 5.381656267673490257e-01
9.698175019713280776e+00 -1.656190507704104675e+01 1.661509297235846505e+00 -2.550770727409603089e-01 -8.109484174556180758e-01 3.717013686727096422e-01 -3.730099780367355233e-01
-4.337905149565753682e+00 3.150880511397276962e+01 2.203649460184681175e+01 -7.411856229092851356e-01 -2.938874104111842134e-01 -6.029522125421054035e-01 -2.688292738827391046e-02
7.326299340132415239e+00 9.547717234961115906e+00 5.583560843947050323e+00 -7.138026125574142844e-01 -1.704330358349832597e-01 -4.178169537585353366e-01 -5.356000408459836715e-01
3.302242248006989733e+00 -1.261845004426841577e+01 4.140895409816278683e-01 -4.827562500162956849e-01 7.125441078960182972e-01 -7.205765324821390705e-02 5.040188408990596836e-01
-2.374306865166905478e+00 1.263657785369257658e+00 -4.504711649187206568e+00 7.433916645463136685e-01 -1.550811905789827305e-01 -6.473801005385552143e-01 6.494353577036407477e-02
-1.954792966809764998e+00 -4.650443814918697960e+00 3.064793368679790575e+00 -7.925629484432847871e-01 4.616107875315498266e-01 -1.974257282035997429e-01 3.460961361134619607e-01
1.530816078756149423e+01 -3.502617019085692451e+00 8.423798410685760629e+00 7.426709523712001770e-01 -5.474413787713447999e-01 -4.655335776672408360e-02 -3.828584310076337260e-01
1.039563634464129027e+00 -4.991960458259565137e+00 4.369379155015252536e+00 -4.671979710175763190e-01 -1.337536298984494665e-01 1.051404335799437095e-01 8.676298240567058562e-01
-5.376003925740150402e-01 2.833922079644571657e+00 -3.088745498796461320e+00 5.331761256570174412e-01 1.219814122527505956e-01 -5.648886697366273940e-02 8.352561056360072733e-01
2.374724386213788603e+04 -1.513071560988932163e+01 8.385678511688984145e+03 4.925238914737901652e-01 -8.281922565796693281e-01 1.497731975466972676e-01 -2.215531353098560974e-01
6.674963049723866959e+01 2.318674925846978851e+02 6.257066911073220439e+01 4.056001194831190260e-01 6.576859777721442146e-01 3.480312640495115128e-01 5.308596207673714762e-01
-3.539866989646612616e+00 1.371681396261207331e+00 7.137860472351197139e+00 7.482704870229593963e-01 8.335997096514889335e-03 3.648249162900201736e-01 5.540077344738157938e-01
9.861491271925094892e+00 -1.628574930019970424e+01 3.941041330441363844e+00 6.364861057761794783e-01 7.497098437170646168e-01 -1.000450567629673215e-01 1.510350092028451829e-01
3.111362335613221930e+01 -2.961590274576063209e+01 1.632457708704438204e+01 4.363103886580644297e-01 6.226474639521233367e-01 6.459454237205483063e-01 -6.854115520998618760e-02
2.102973078633777604e+01 -1.348794883449310511e+01 8.702235772497017408e+00 -7.870074261533197557e-01 -1.806780884102485440e-01 1.213778359322132960e-01 5.772713057933486214e-01
-2.109351984455036799e+01 4.067253051425694110e+01 9.617566478950710973e+01 -1.731915700255920454e-01 -8.662493760713730895e-01 -4.668674452083705906e-01 -4.063849323777160572e-02
2.985189474533469944e+00 1.203320746500857741e+00 3.661318894302165727e+00 -3.885515067294368907e-01 1.927608582807625870e-01 7.560765966367063440e-01 4.901215748683211415e-01
-4.677380865218265882e+01 9.303516995607742146e+00 2.943391979463645214e+01 -6.267364282793342900e-01 6.779068386068921592e-01 3.752440786548948415e-01 -8.267798420444991137e-02
3.997467922456861800e+01 1.184590083531265776e+02 1.562673775945355032e+02 2.201261411150360614e-01 -5.246806574932053602e-01 -6.582598196764044562e-02 -8.197082589240496375e-01
-7.000927012940595162e+00 -1.118596065344247137e+01 2.610720010969983296e+00 -6.471733284696092880e-01 4.488524052019818855e-01 5.773745823988020165e-01 2.152598264000326611e-01
